
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Dexmedetomidine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 4 ug/1 mL (NDC 63323-671-50)","Reverified","03/18/2024","Unavailable","Not available at this time.","","Demand increase for the drug","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 4 ug/1 mL (NDC 63323-671-00)","Reverified","03/18/2024","Unavailable","Not available at this time.","","Demand increase for the drug","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 100 ug/1 mL (NDC 63323-421-02)","Reverified","03/18/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","HQ Specialty Pharma","WG Critical Care 888-493-0861","Injection, 100 ug/1 mL (NDC 44567-600-04)","Reverified","04/01/2024","Available","Marketed by WG Critical Care","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","HQ Specialty Pharma","WG Critical Care 888-493-0861","Injection, 100 ug/1 mL (NDC 44567-601-04)","Reverified","04/01/2024","Available","Marketed by WG Critical Care","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","HQ Specialty Pharma","WG Critical Care 888-493-0861","Injection, 4 ug/1 mL (NDC 44567-602-24)","Reverified","04/01/2024","Available","Marketed by WG Critical Care","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","HQ Specialty Pharma","WG Critical Care 888-493-0861","Injection, 4 ug/1 mL (NDC 44567-603-24)","Reverified","04/01/2024","Available","Marketed by WG Critical Care","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Jiangsu Hengrui Medicine Co. Ltd.","Athenex: 855-273-0154","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 70860-605-03)","Revised","01/15/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Mylan Institutional, a Viatris Company","800-796-9526","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 67457-251-02)","Reverified","03/20/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Par Pharmaceutical, Inc.","800-828-9393","Injection, 100 ug/1 mL (NDC 42023-146-25)","Reverified","04/02/2024","Available","Please check wholesalers for inventory","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Pfizer Inc.","844-646-4398","Precedex, Injection, 4 ug/1 mL (NDC 0409-1660-20)","Revised","03/28/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Pfizer Inc.","844-646-4398","Precedex, Injection, 4 ug/1 mL (NDC 0409-1660-50)","Revised","03/28/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Pfizer Inc.","844-646-4398","Precedex, Injection, 4 ug/1 mL (NDC 0409-1660-10)","Revised","03/28/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Pfizer Inc.","844-646-4398","Precedex, Injection, 100 ug/1 mL (NDC 0409-1638-02)","Revised","03/28/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages","",""
"Dexmedetomidine Hydrochloride Injection","Slayback Pharma","844-566-2505","Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 71225-126-05)","Revised","01/15/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Slayback Pharma","844-566-2505","Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 71225-126-06)","Revised","01/15/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Meitheal Pharmaceuticals, Inc.","844-824-8426","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 71288-505-03)","Revised","03/05/2024","Available","Available on allocation","","Demand increase for the drug","Anesthesia","Current","","","04/10/2021","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Gland Pharma Limited","866-733-3952","Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 43598-976-58)","Revised","03/15/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dexmedetomidine Hydrochloride Injection","Gland Pharma Limited","866-733-3952","Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 43598-975-58)","Revised","03/15/2024","Available","","","","Anesthesia","Current","","","04/10/2020","","","","","","",""
"Dextrose Monohydrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dextrose, Injection, 250 mg/1 mL (NDC 0409-1775-10)","Revised","03/28/2024","Limited Availability","Limited Supply Available. Next Delivery and Estimated Recovery: March 2024
; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Endocrinology/Metabolism; Gastroenterology; Pediatric","Current","","","02/07/2022","","","","","https://www.fda.gov/media/165564/download","",""
"Dextrose Monohydrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 0409-7100-66)","Revised","03/28/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 0409-7100-67)","Revised","03/28/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 0409-7100-02)","Revised","03/28/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 63323-624-61)","Reverified","03/18/2024","Available","Check wholesaler inventory","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 63323-624-74)","Reverified","03/18/2024","Available","Check wholesaler inventory","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 63323-624-75)","Reverified","03/18/2024","Available","Check wholesaler inventory","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 63323-624-10)","Reverified","03/18/2024","Available","Check wholesaler inventory","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 63323-624-50)","Reverified","03/18/2024","Available","Check wholesaler inventory","","Demand increase for the drug","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7922-02)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7922-02","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7922-61)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7922-61","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7923-13)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7923-13","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7923-20)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7923-20","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7923-23)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7923-23","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7923-36)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7923-36","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7923-37)","Reverified","04/01/2024","Available","ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7923-37","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-10)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-41)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-11)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-31)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-48)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-18)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-38)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0338-0551-11)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 2.5 g/50 mL (NDC 0338-9143-30)","Revised","03/20/2024","Available","Available on allocation","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0338-9147-30)","Revised","03/20/2024","Available","Available on allocation; Recovery Q2 2024","","Demand increase for the drug","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0338-0551-18)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate Injection","Baxter Healthcare","888-229-0001","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0338-0070-10)","Reverified","03/18/2024","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
